case_number,source,case_status,soc_code,soc_title,job_title,workers_requested,workers_certified,employer_name,employer_city,employer_state,worksite_city,worksite_state,wage_from,wage_to,wage_per,employment_begin_date,employment_end_date,received_date,decision_date,noa_issued_date,nature_of_need
H-400-26002-527765,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscaper/Groundskeeper,10.0,10.0,"V M N Landscaping Services, Inc.",Elgin,IL,Elgin,IL,21.26,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Seasonal
H-400-26002-527680,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,4.0,,DREAM YARD LANDSCAPING INC,FLANDERS,NY,FLANDERS,NY,21.91,23.91,Hour,2026-04-01,2026-12-15,2026-01-01,2026-02-19,,Seasonal
H-400-26002-527592,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape laborer,20.0,20.0,"Gothic Grounds Management, Inc.",Phoenix,AZ,Phoenix,AZ,19.42,19.42,Month,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26002-527543,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Qualified Landscape Laborer,90.0,90.0,"LUSA Holdings, LLC.",Austin,TX,LaVergne,TN,19.47,26.0,Hour,2026-04-01,2026-11-01,2026-01-01,2026-02-19,,Peakload
H-400-26001-527457,disclosure_fy2026_q2,Withdrawn,47-3016.00,Helpers--Roofers,Qualified Roofing Helper,5.0,,"Independent Roofing Systems, Inc.",Pearl,MS,Pearl,MS,15.17,20.0,Hour,2026-04-01,2026-12-20,2026-01-01,2026-02-19,,Peakload
H-400-26001-527451,disclosure_fy2026_q2,Withdrawn,47-3016.00,Helpers--Roofers,Roofing Helper,3.0,,"Independent Roofing Systems, Inc.",Pearl,MS,Pearl,MS,15.17,16.0,Hour,2026-04-01,2026-12-20,2026-01-01,2026-02-19,,Peakload
H-400-26001-527279,disclosure_fy2026_q2,Determination Issued - Rejected,37-3011.00,Landscaping and Groundskeeping Workers,Landscaper,32.0,,"Paul's Lawn-Snowplowing Carpentry Contractor, Inc.",Levittown,PA,Levittown,PA,20.76,20.76,Hour,2026-04-01,2026-12-15,2026-01-01,2026-02-19,,Peakload
H-400-26001-527179,disclosure_fy2026_q2,Determination Issued - Certification,37-2012.00,Maids and Housekeeping Cleaners,Housekeeping Cleaning Representative,16.0,16.0,"Cozi Group, Inc. (COZ426)",Fredericksburg,TX,Fredericksburg,TX,14.28,14.28,Hour,2026-04-01,2026-12-13,2026-01-01,2026-02-19,,Peakload
H-400-26001-527174,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscaper,4.0,4.0,"Cozi Group, Inc. (COZ326)",Fredericksburg,TX,Fredericksburg,TX,17.39,17.39,Hour,2026-04-01,2026-12-13,2026-01-01,2026-02-19,,Peakload
H-400-26001-527013,disclosure_fy2026_q2,Determination Issued - Certification,35-2015.00,"Cooks, Short Order",Cooks,6.0,6.0,"BUMPIN BUFFALO BAR AND GRILL, INC (BUM126)",HILL CITY,SD,HILL CITY ,SD,15.52,15.52,Hour,2026-04-01,2026-10-31,2026-01-01,2026-02-19,,Seasonal
H-400-26001-526857,disclosure_fy2026_q2,Determination Issued - Certification,37-2012.00,Maids and Housekeeping Cleaners,Housekeeper,4.0,4.0,"Moab Place, LLC",Moab,UT,Moab,UT,16.35,21.0,Hour,2026-04-01,2026-10-31,2026-01-01,2026-02-19,,Peakload
H-400-26001-526705,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,7.0,7.0,"ARessler, Inc.",Garfield Heights,OH,Garfield Heights,OH,18.91,19.0,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Seasonal
H-400-26001-526678,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Laborer,12.0,12.0,"Rush Creek Golf Club, LLC",Maple Grove,MN,Maple Grove,MN,22.32,,Hour,2026-04-01,2026-11-15,2026-01-01,2026-02-19,,Seasonal
H-400-26001-526544,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Maintenance Laborer,40.0,40.0,"Mariposa Landscape Arizona, Inc.",Glendale,AZ,Glendale,AZ,19.42,,Hour,2026-04-01,2026-10-31,2026-01-01,2026-02-19,,Seasonal
H-400-26001-526524,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscapers,9.0,9.0,"Leahy Landscaping, Inc.",Lynn,MA,Lynn,MA,24.09,24.09,Hour,2026-04-01,2026-10-23,2026-01-01,2026-02-19,,Seasonal
H-400-26001-526446,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscaper,3.0,,Nauak Able Hands Corp,Arlington,MA,Arlington,MA,24.09,26.0,Hour,2026-04-01,2026-11-28,2026-01-01,2026-02-19,,Peakload
H-400-26001-526412,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,12.0,12.0,Greener Group LLC,Lowell,MA,Lowell,MA,24.09,,Hour,2026-04-01,2026-12-15,2026-01-01,2026-02-19,,Peakload
H-400-26001-526365,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,6.0,6.0,Russell Hunt's Total Lawn Care LLC,Steubenville,OH,Steubenville,OH,15.33,15.33,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Seasonal
H-400-26001-526362,disclosure_fy2026_q2,Determination Issued - Certification,45-4011.00,Forest and Conservation Workers,FOREST AND CONSERVATION WORKER,15.0,15.0,"G&R GREEN MOUNTAIN, LLC",LONGVIEW,WA,LONGVIEW,WA,19.83,23.92,Hour,2026-04-01,2026-12-31,2026-01-01,2026-02-19,,Seasonal
H-400-26001-526303,disclosure_fy2026_q2,Determination Issued - Certification,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Mover,15.0,15.0,"Gentle Giant Moving Company (NY), LLC",Winchester,MA,Brooklyn,NY,21.58,21.58,Hour,2026-04-01,2026-12-01,2026-01-01,2026-02-19,,Peakload
H-400-26001-526209,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,8.0,,"Brothers Landscape, LLC",Yukon,OK,Yukon,OK,17.06,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-526175,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,21.0,,"Greenview Lawns, Inc.",Fort Smith,AR,Fort Smith,AR,17.09,19.0,Hour,2026-04-01,2026-11-13,2026-01-01,2026-02-19,,Peakload
H-400-26001-526119,disclosure_fy2026_q2,Withdrawn,47-2051.00,Cement Masons and Concrete Finishers,Laborer,5.0,,"Central Texas Pool & Patio, LLC",Salado,TX,Salado,TX,21.81,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Seasonal
H-400-26001-526094,disclosure_fy2026_q2,Determination Issued - Certification,47-2061.00,Construction Laborers,Construction Laborer,10.0,10.0,"Paul H. Rohe Company, Inc",Sunman,IN,Sunman,IN,26.28,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-526019,disclosure_fy2026_q2,Determination Issued - Certification,35-3031.00,Waiters and Waitresses,SERVERS,6.0,6.0,SUN CASTLE RESORT,LAKE GEORGE,NY,LAKE GEORGE,NY,24.03,24.03,Hour,2026-04-01,2026-11-15,2026-01-01,2026-02-19,,Seasonal
H-400-26001-525976,disclosure_fy2026_q2,Determination Issued - Certification,35-2014.00,"Cooks, Restaurant",LINE COOKS,6.0,6.0,"ROHT MARINE, LLC",MARSHFIELD,MA,MARSHFIELD,MA,21.98,21.98,Hour,2026-04-01,2026-11-01,2026-01-01,2026-02-19,,Seasonal
H-400-26001-525513,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Crew member,5.0,,Blue Ridge Property Services LLC,Warrenton,VA,Warrenton,VA,20.84,,Hour,2026-04-01,2026-11-15,2026-01-01,2026-02-19,,Seasonal
H-400-26001-524940,disclosure_fy2026_q2,Determination Issued - Certification,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand","Laborer, tent and event installers",15.0,15.0,"Lakes Region Tent & Event, LLC",Concord,NH,Concord,NH,22.5,22.5,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-524906,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Crew Member/Laborer,6.0,6.0,Elevated Exclusive Landscaping LLC,Bulverde,TX,Spring Branch,TX,18.93,19.0,Hour,2026-04-01,2026-11-13,2026-01-01,2026-02-19,,Peakload
H-400-26001-524751,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,6.0,6.0,"Professional Grounds Management, Inc",St. Petersburg,FL,St. Petersburg,FL,17.89,,Hour,2026-04-01,2026-10-15,2026-01-01,2026-02-19,,Peakload
H-400-26001-524677,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Golf Course Maintenance Worker,10.0,10.0,"The Valley Club, Inc.",Hailey,ID,Hailey,ID,19.12,32.0,Hour,2026-04-01,2026-10-31,2026-01-01,2026-02-19,,Peakload
H-400-26001-524666,disclosure_fy2026_q2,Determination Issued - Certification,35-2021.00,Food Preparation Workers,Kitchen Attendants,12.0,12.0,Global Direct Services,Destin,FL,"Pensacola Beach,",FL,15.92,15.92,Week,2026-04-01,2026-10-31,2026-01-01,2026-02-19,,Seasonal
H-400-26001-524300,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,21.0,,Elite Lawn & Landscaping LLC,San Antonio,TX,San Antonio,TX,17.39,22.0,Hour,2026-04-01,2026-11-25,2026-01-01,2026-02-19,,Peakload
H-400-26001-524279,disclosure_fy2026_q2,Determination Issued - Certification,47-2061.00,Construction Laborers,Exterior Repair Worker,12.0,12.0,"Golden Rule Contractors, LLC",Beaver Crossing,NE,Beaver Crossing,NE,23.84,24.95,Hour,2026-04-01,2026-12-01,2026-01-01,2026-02-19,,Seasonal
H-400-26001-524269,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,16.0,16.0,"Envision Landscape Group, LLC",Dallas,TX,Dallas,TX,18.84,22.0,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-524211,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,14.0,14.0,Dolegario Favela,Austin,TX,Austin,TX,18.93,20.0,Hour,2026-04-01,2026-12-01,2026-01-01,2026-02-19,,Peakload
H-400-26001-524197,disclosure_fy2026_q2,Determination Issued - Certification,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Server Assistant,10.0,10.0,Charisma Management Company,COOPERSTOWN,NY,Cooperstown,NY,18.42,18.42,Hour,2026-04-01,2026-11-29,2026-01-01,2026-02-19,,Peakload
H-400-26001-524202,disclosure_fy2026_q2,Determination Issued - Certification,35-3031.00,Waiters and Waitresses,Server,18.0,18.0,Charisma Management Company,COOPERSTOWN,NY,Cooperstown,NY,24.39,24.39,Hour,2026-04-01,2026-11-29,2026-01-01,2026-02-19,,Peakload
H-400-26001-524172,disclosure_fy2026_q2,Determination Issued - Certification,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Guest Services Agent ,6.0,6.0,"GRAND TRAVERSE RESORT AND SPA, LLC",Acme,MI,Acme,MI,16.22,18.0,Week,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-523714,disclosure_fy2026_q2,Determination Issued - Certification,47-2061.00,Construction Laborers,Swimming Pool Renovation Assistant,5.0,5.0,"Millennium Pool Management, LLC",Springfield,VA,Springfield,VA,23.15,23.15,Hour,2026-04-01,2026-10-31,2026-01-01,2026-02-19,,Seasonal
H-400-26001-523704,disclosure_fy2026_q2,Determination Issued - Certification,35-2014.00,"Cooks, Restaurant",Junior Sous Chefs,6.0,6.0,"CBI Operations, LLC",Chatham,MA,Chatham,MA,21.52,28.0,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-523617,disclosure_fy2026_q2,Determination Issued - Certification,35-3031.00,Waiters and Waitresses,Wait Staff,21.0,21.0,EOS Hospitality Wequassett Employee LLC,East Harwich,MA,East Harwich,MA,20.8,20.8,Hour,2026-04-01,2026-12-10,2026-01-01,2026-02-19,,Seasonal
H-400-26001-523602,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,35.0,35.0,Qualified Property Services Inc,Fairfield,OH,Fairfield,OH,18.6,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-523459,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,30.0,30.0,"(BVLS3805) BrightView Landscape Services, Inc. – Louisville, KY",Blue Bell,PA,Louisville,KY,18.54,,Hour,2026-04-01,2026-11-13,2026-01-01,2026-02-19,,Seasonal
H-400-26001-523463,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,15.0,15.0,Gill Landscape Contracting Inc,Moon Township,PA,Moon Township,PA,18.69,,Hour,2026-04-01,2026-12-15,2026-01-01,2026-02-19,,Peakload
H-400-26001-523417,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,20.0,20.0,"(¿BVLS4213) BrightView Landscape Services, Inc. – Napa, CA",Blue Bell,PA,American Canyon,CA,25.75,,Hour,2026-04-01,2026-10-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-523300,disclosure_fy2026_q2,Determination Issued - Partial Certification,37-3011.00,Landscaping and Groundskeeping Workers,Brush Clearer for Utility Right of Way,25.0,22.0,"Palmetto Right of Way Management, LLC",Greeleyville,SC,Greeleyville,SC,14.99,18.84,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Seasonal
H-400-26001-523091,disclosure_fy2026_q2,Withdrawn,37-2012.00,Maids and Housekeeping Cleaners,Maids and Housekeeping,25.0,,"Caribbean Cleaning Company, LLC",Myrtle Beach,SC,Myrtle Beach,SC,14.71,21.75,Hour,2026-04-01,2026-09-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-523059,disclosure_fy2026_q2,Withdrawn,47-3016.00,Helpers--Roofers,Roofer Helper,14.0,,LC Roofing Inc.,Ninnekah,OK,Ninnekah,OK,17.55,20.33,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-523266,disclosure_fy2026_q2,Withdrawn,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Fish Cutters and Trimmers,6.0,,Premium Packing LLC,Akers,LA,Akers,LA,13.57,,Hour,2026-04-01,2026-12-29,2026-01-01,2026-02-19,,Seasonal
H-400-26001-522971,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborers,70.0,,LandCare USA LLC - Dallas,Grand Prairie,TX,Grand Prairie,TX,18.42,,Hour,2026-04-01,2026-10-23,2026-01-01,2026-02-19,,Peakload
H-400-26001-523208,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,4.0,4.0,Governor's Land Foundation,Williamsburg,VA,Williamsburg,VA,17.88,17.88,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-522912,disclosure_fy2026_q2,Determination Issued - Certification,35-2015.00,"Cooks, Short Order",Resort Worker,6.0,6.0,Rush Creek Lodge LLC,Groveland,CA,Groveland,CA,19.31,19.31,Hour,2026-04-01,2027-01-07,2026-01-01,2026-02-19,,Peakload
H-400-26001-522743,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,38.0,38.0,"Top Care Landscape, LLC",Fenton,MO,Fenton,MO,19.8,19.8,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-522595,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,24.0,24.0,"Landscape Services, Inc.",Frederick,MD,Frederick,MD,20.84,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Seasonal
H-400-26001-522420,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,4.0,4.0,Grassology LLC,Purcellville,VA,Purcellville,VA,20.84,20.84,Hour,2026-04-01,2026-11-28,2026-01-01,2026-02-19,,Seasonal
H-400-26001-522394,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,7.0,7.0,PC Lawn Care LLC,Boyne Falls,MI,Boyne Falls,MI,18.35,,Hour,2026-04-01,2026-11-15,2026-01-01,2026-02-19,,Peakload
H-400-26001-522271,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Grounds Helper,30.0,30.0,"Merkle Lawn Care Co, Inc",Wilder,KY,Wilder,KY,18.59,18.59,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Seasonal
H-400-26001-522233,disclosure_fy2026_q2,Determination Issued - Certification,35-2014.00,"Cooks, Restaurant",Cook,4.0,4.0,Mo Bad LLC,Medora,ND,Medora,ND,17.08,,Hour,2026-04-01,2026-10-15,2026-01-01,2026-02-19,,Peakload
H-400-26001-522033,disclosure_fy2026_q2,Withdrawn,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",General Laborers,8.0,,Tortorella Swimming Pools LLC,Southampton,NY,Southampton,NY,21.58,23.0,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-522243,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,28.0,,"Lucia Landscaping, Inc.",Roseville,MI,Roseville,MI,19.93,,Hour,2026-04-01,2026-12-18,2026-01-01,2026-02-19,,Seasonal
H-400-26001-521993,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Laborer,20.0,20.0,"J&M Contracting, Inc.",Shelbyville,IN,Shelbyville,IN,18.81,18.81,Hour,2026-04-01,2026-11-06,2026-01-01,2026-02-19,,Peakload
H-400-26001-522339,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers (GC-AO),9.0,9.0,Professional Recreation Management (1704),Brighton,CO,Brighton,CO,22.08,25.0,Hour,2026-04-01,2026-10-31,2026-01-01,2026-02-19,,Seasonal
H-400-26001-521988,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,6.0,,Hartsoe Property Services,Bel Air,MD,Bel Air,MD,19.36,,Hour,2026-04-01,2026-12-14,2026-01-01,2026-02-19,,Seasonal
H-400-26001-521714,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,21.0,21.0,Botanico of the Ozarks,Ash Grove,MO,Springfield,MO,18.31,19.31,Hour,2026-04-01,2026-12-01,2026-01-01,2026-02-19,,Peakload
H-400-26001-521665,disclosure_fy2026_q2,Withdrawn,47-3016.00,Helpers--Roofers,Roofer Helper,10.0,,Summit Exteriors,Sandpoint,ID,Sandpoint,ID,20.23,30.0,Hour,2026-04-01,2026-11-15,2026-01-01,2026-02-19,,Peakload
H-400-26001-521655,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,5.0,5.0,Natural Settings LLC,Parker,CO,Denver,CO,23.78,23.78,Hour,2026-04-01,2026-11-22,2026-01-01,2026-02-19,,Peakload
H-400-26001-521658,disclosure_fy2026_q2,Withdrawn,45-4011.00,Forest and Conservation Workers,Forestry Worker,35.0,,PNW Forestry LLC,Central Point,OR,Central Point,OR,20.36,30.0,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-521583,disclosure_fy2026_q2,Determination Issued - Certification,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Desk Clerk,9.0,9.0,Cherry Hospitality LLC,Kalamazoo,MI,Traverse City,MI,16.22,18.5,Hour,2026-04-01,2026-11-15,2026-01-01,2026-02-19,,Peakload
H-400-26001-521393,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborers,28.0,,"Yellowstone Landscape - Southeast, LLC_Tampa",San Antonio,FL,San Antonio,FL,17.89,,Hour,2026-04-01,2026-10-31,2026-01-01,2026-02-19,,Peakload
H-400-26001-521213,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,8.0,,"Mosaic Ecology, LLC",Portland,OR,Cornelius,OR,21.95,25.0,Hour,2026-04-01,2026-11-13,2026-01-01,2026-02-19,,Peakload
H-400-26001-521230,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,25.0,25.0,NMP Golf Construction Corp.,Williston,VT,Columbus,OH,19.22,,Hour,2026-04-01,2026-12-22,2026-01-01,2026-02-19,,Seasonal
H-400-26001-521129,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,4.0,,Jason Lawn and Landscaping,Manchester,MD,Manchester,MD,19.36,,Hour,2026-04-01,2026-10-31,2026-01-01,2026-02-19,,Seasonal
H-400-26001-521198,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Groundskeeper,75.0,75.0,"Mowing Solutions, Inc.",Smyrna,GA,Smyrna,GA,18.84,,Hour,2026-04-01,2026-12-31,2026-01-01,2026-02-19,,Seasonal
H-400-26001-521146,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape & Groundskeep Worker,38.0,,"Mow Time Partners, LLC",Englewood,CO,Englewood,CO,22.08,30.0,Hour,2026-04-01,2026-12-24,2026-01-01,2026-02-19,,Seasonal
H-400-26001-521043,disclosure_fy2026_q2,Determination Issued - Certification,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",Helper-Installation Worker,24.0,24.0,"M&R Forestry Service, Inc.",Oakboro,NC,Mount Airy,NC,20.28,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Seasonal
H-400-26001-520996,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Groundskeeper,10.0,10.0,"Aqua Lawn and Landscape, Inc.",Fargo,ND,Fargo,ND,21.52,,Hour,2026-04-01,2026-10-31,2026-01-01,2026-02-19,,Seasonal
H-400-26001-520983,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,20.0,,Arazoza Investments LLC,Palm Beach,FL,Palm Beach,FL,18.25,29.0,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Peakload
H-400-26001-520940,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,14.0,14.0,"Russell Landscape, LLC - Destin",Sugar Hill,GA,Santa Rosa Beach,FL,18.23,18.23,Hour,2026-04-01,2026-10-02,2026-01-01,2026-02-19,,Peakload
H-400-26001-521049,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Groundskeeper,20.0,,"Orr Contracting, Inc.",Robbinsville,NC,Robbinsville,NC,18.09,22.0,Hour,2026-04-01,2026-11-15,2026-01-01,2026-02-19,,Seasonal
H-400-26001-520924,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,122.0,122.0,"Triple H Services, LLC",Newland,NC,Louisville,KY,18.54,24.0,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Seasonal
H-400-26001-520888,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,General Laborer,3.0,3.0,Grace Bros. Ltd.,Cleveland Heights,OH,Cleveland,OH,18.91,18.91,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Seasonal
H-400-26001-520881,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,24.0,,"Heath Outdoor, LLC",Indianapolis,IN,Indianapolis,IN,18.81,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-19,,Seasonal
H-400-26001-520810,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,6.0,6.0,Lawn Matters LLC,Brooklyn Heights,OH,Brooklyn Heights,OH,18.91,,Hour,2026-04-01,2026-12-01,2026-01-01,2026-02-19,,Seasonal
H-400-26001-520689,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,15.0,15.0,"The Landscaping Authority, LLC",Sterling Heights,MI,Madison Heights,MI,19.93,19.93,Hour,2026-04-01,2026-12-01,2026-01-01,2026-02-19,,Seasonal
H-400-26001-520682,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,7.0,7.0,Beall's Greenhouse Nursery & Supply Inc.,Pittsburgh,PA,Pittsburgh,PA,18.69,,Hour,2026-04-01,2026-12-01,2026-01-01,2026-02-19,,Seasonal
H-400-26001-520557,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,10.0,,Candid Land Maintenance,St. Charles,MO,St. Charles,MO,19.8,28.0,Hour,2026-04-01,2026-12-15,2026-01-01,2026-02-19,,Peakload
H-400-26001-520449,disclosure_fy2026_q2,Determination Issued - Certification,35-2014.00,"Cooks, Restaurant",Cook,5.0,5.0,Breezeway Family Resorts,Westerly,RI,Westerly,RI,19.97,21.0,Hour,2026-04-01,2026-10-15,2026-01-01,2026-02-19,,Seasonal
H-400-26001-520371,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,6.0,,Andrew Zema's Landscaping Inc.,Stephentown,NY,Stephentown,NY,21.66,,Hour,2026-04-01,2026-12-05,2026-01-01,2026-02-19,,Seasonal
H-400-26001-520372,disclosure_fy2026_q2,Determination Issued - Certification,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Pool Cleaner,2.0,2.0,Eastern End Pools LLC,Southold,NY,Southold,NY,21.61,27.0,Hour,2026-04-01,2026-10-31,2026-01-01,2026-02-19,,Peakload
H-400-26001-520337,disclosure_fy2026_q2,Determination Issued - Certification,37-2012.00,Maids and Housekeeping Cleaners,HOUSEKEEPER,30.0,30.0,"GLOBOSERV, LLC",DESTIN,FL,Destin,FL,15.81,15.81,Hour,2026-04-01,2026-10-25,2026-01-01,2026-02-19,,Seasonal
